File	Total reads	Remaining reads	Remaining ratio
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0763_2.fastq.gz.filter_k20_s8_4	2050505	19777	0.00964494
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0783_2.fastq.gz.filter_k20_s8_4	2026329	24063	0.0118752
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0312_1.fastq.gz.filter_k20_s8_4	4889389	11686	0.00239007
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0430_2.fastq.gz.filter_k20_s8_4	2034649	3810	0.00187256
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL270930_2.fastq.gz.filter_k20_s8_4	4197994	1195614	0.284806
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0675_2.fastq.gz.filter_k20_s8_4	1993045	9300	0.00466623
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0107_1.fastq.gz.filter_k20_s8_4	2002519	289601	0.144618
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0257_2.fastq.gz.filter_k20_s8_4	4179080	57647	0.0137942
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0061_1.fastq.gz.filter_k20_s8_4	1935950	220126	0.113704
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0238_1.fastq.gz.filter_k20_s8_4	4985616	117931	0.0236542
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271100_2.fastq.gz.filter_k20_s8_4	2208436	13730	0.00621707
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0330_2.fastq.gz.filter_k20_s8_4	4330419	2626359	0.606491
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0738_2.fastq.gz.filter_k20_s8_4	1951873	14795	0.0075799
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0054_1.fastq.gz.filter_k20_s8_4	2022389	51983	0.0257038
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0335_2.fastq.gz.filter_k20_s8_4	4803124	39466	0.00821674
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0747_2.fastq.gz.filter_k20_s8_4	1956816	5784	0.00295582
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0105_2.fastq.gz.filter_k20_s8_4	1814764	44706	0.0246346
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0441_1.fastq.gz.filter_k20_s8_4	4892244	46189	0.00944127
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271137_2.fastq.gz.filter_k20_s8_4	2151203	13602	0.00632297
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0161_2.fastq.gz.filter_k20_s8_4	4309029	1968160	0.456753
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0725_2.fastq.gz.filter_k20_s8_4	1925012	18654	0.00969033
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0681_1.fastq.gz.filter_k20_s8_4	2115553	8817	0.0041677
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271148_1.fastq.gz.filter_k20_s8_4	5691818	35630	0.00625986
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0669_2.fastq.gz.filter_k20_s8_4	2119004	4597	0.00216942
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0739_1.fastq.gz.filter_k20_s8_4	2085914	12465	0.0059758
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271097_1.fastq.gz.filter_k20_s8_4	4777804	1383676	0.289605
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0752_2.fastq.gz.filter_k20_s8_4	1931646	10934	0.00566046
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271113_2.fastq.gz.filter_k20_s8_4	4957407	38109	0.00768728
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0650_1.fastq.gz.filter_k20_s8_4	2297519	8851	0.00385242
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0272_1.fastq.gz.filter_k20_s8_4	5148978	175406	0.0340662
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0103_2.fastq.gz.filter_k20_s8_4	1895120	194469	0.102616
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0012.R2.fastq.gz.filter_k20_s8_4	4260674	38537	0.00904481
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271157_2.fastq.gz.filter_k20_s8_4	2111465	12931	0.00612418
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0759_1.fastq.gz.filter_k20_s8_4	2069770	6156	0.00297424
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0008.R2.fastq.gz.filter_k20_s8_4	4250762	83318	0.0196007
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0413_1.fastq.gz.filter_k20_s8_4	2035131	26978	0.0132561
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL270923_1.fastq.gz.filter_k20_s8_4	5155012	179190	0.0347603
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271133_1.fastq.gz.filter_k20_s8_4	2451543	13938	0.0056854
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0242_1.fastq.gz.filter_k20_s8_4	4978557	140522	0.0282254
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0754_2.fastq.gz.filter_k20_s8_4	1869014	2179	0.00116586
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-1305.R2.fastq.gz.filter_k20_s8_4	1869282	558639	0.298852
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0299_2.fastq.gz.filter_k20_s8_4	4260929	1805891	0.423826
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0085_2.fastq.gz.filter_k20_s8_4	1802184	407127	0.225908
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271131_1.fastq.gz.filter_k20_s8_4	4646981	2990673	0.643573
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0649_2.fastq.gz.filter_k20_s8_4	2009106	4432	0.00220596
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0763_1.fastq.gz.filter_k20_s8_4	2050505	22437	0.0109422
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0075_2.fastq.gz.filter_k20_s8_4	4146953	1565284	0.377454
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0102_2.fastq.gz.filter_k20_s8_4	1701985	32615	0.0191629
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0324_2.fastq.gz.filter_k20_s8_4	4546905	41317	0.00908684
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0783_1.fastq.gz.filter_k20_s8_4	2026329	27556	0.013599
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0750_2.fastq.gz.filter_k20_s8_4	1804620	1131	0.000626725
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0010_1.fastq.gz.filter_k20_s8_4	5427923	37169	0.00684774
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0668_2.fastq.gz.filter_k20_s8_4	1844036	4348	0.00235787
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0217_1.fastq.gz.filter_k20_s8_4	4975373	131037	0.0263371
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0103_1.fastq.gz.filter_k20_s8_4	1895120	221288	0.116767
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0052.R1.fastq.gz.filter_k20_s8_4	4709539	315914	0.0670796
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0046_2.fastq.gz.filter_k20_s8_4	1836286	134708	0.0733589
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271173_1.fastq.gz.filter_k20_s8_4	2261304	9390	0.00415247
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271124_2.fastq.gz.filter_k20_s8_4	2070954	12921	0.00623915
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL270974_2.fastq.gz.filter_k20_s8_4	4174354	1481744	0.354964
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0475_1.fastq.gz.filter_k20_s8_4	1967302	4822	0.00245107
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL270991_2.fastq.gz.filter_k20_s8_4	4173730	1675579	0.401458
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-1249.R2.fastq.gz.filter_k20_s8_4	2098611	15952	0.00760122
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0455_1.fastq.gz.filter_k20_s8_4	1978831	18900	0.00955109
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0368_1.fastq.gz.filter_k20_s8_4	4792197	768870	0.160442
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0620_2.fastq.gz.filter_k20_s8_4	1771324	5684	0.0032089
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0336_2.fastq.gz.filter_k20_s8_4	4730548	64449	0.013624
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0085_1.fastq.gz.filter_k20_s8_4	1802184	595627	0.330503
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0319_2.fastq.gz.filter_k20_s8_4	4394927	31053	0.00706565
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0069_1.fastq.gz.filter_k20_s8_4	1897473	72196	0.0380485
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0105_1.fastq.gz.filter_k20_s8_4	1814764	75992	0.0418743
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0660_1.fastq.gz.filter_k20_s8_4	4968524	86809	0.0174718
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0651_1.fastq.gz.filter_k20_s8_4	2169668	5662	0.00260962
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0064.R1.fastq.gz.filter_k20_s8_4	4684726	725742	0.154917
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0046_1.fastq.gz.filter_k20_s8_4	1836286	209349	0.114007
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0738_1.fastq.gz.filter_k20_s8_4	1951873	17445	0.00893757
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0009.R2.fastq.gz.filter_k20_s8_4	4243837	19406	0.00457275
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0430_1.fastq.gz.filter_k20_s8_4	2034649	6420	0.00315534
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0747_1.fastq.gz.filter_k20_s8_4	1956816	6626	0.00338611
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0045_2.fastq.gz.filter_k20_s8_4	1734992	17524	0.0101003
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0317_1.fastq.gz.filter_k20_s8_4	4822739	2341836	0.485582
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0422_2.fastq.gz.filter_k20_s8_4	1759322	11886	0.00675601
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0722_2.fastq.gz.filter_k20_s8_4	1802041	20347	0.0112911
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0077_2.fastq.gz.filter_k20_s8_4	4064965	1225835	0.301561
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271100_1.fastq.gz.filter_k20_s8_4	2208436	9911	0.00448779
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0060.R2.fastq.gz.filter_k20_s8_4	4519565	37255	0.00824305
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0752_1.fastq.gz.filter_k20_s8_4	1931646	12381	0.00640956
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0104_2.fastq.gz.filter_k20_s8_4	1673844	530860	0.31715
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0378_1.fastq.gz.filter_k20_s8_4	4787687	1531282	0.319838
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0725_1.fastq.gz.filter_k20_s8_4	1925012	22314	0.0115916
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-1268.R1.fastq.gz.filter_k20_s8_4	4919301	267174	0.0543114
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0434_2.fastq.gz.filter_k20_s8_4	1801424	7202	0.00399795
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0440_2.fastq.gz.filter_k20_s8_4	4249662	76467	0.0179937
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271175_2.fastq.gz.filter_k20_s8_4	2465255	15710	0.00637257
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0452_2.fastq.gz.filter_k20_s8_4	1733356	4715	0.00272016
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0094.R2.fastq.gz.filter_k20_s8_4	4121587	27527	0.00667874
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271137_1.fastq.gz.filter_k20_s8_4	2151203	8747	0.0040661
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0199_2.fastq.gz.filter_k20_s8_4	4155727	39906	0.00960265
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0045_1.fastq.gz.filter_k20_s8_4	1734992	28649	0.0165125
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0793_2.fastq.gz.filter_k20_s8_4	1747728	2590	0.00148192
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0674_1.fastq.gz.filter_k20_s8_4	4931943	91720	0.0185971
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0675_1.fastq.gz.filter_k20_s8_4	1993045	13112	0.00657888
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271185_1.fastq.gz.filter_k20_s8_4	5235105	54691	0.010447
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-1249.R1.fastq.gz.filter_k20_s8_4	2098611	1446	0.000689027
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0309_1.fastq.gz.filter_k20_s8_4	4798681	18806	0.00391899
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0003_2.fastq.gz.filter_k20_s8_4	1719606	53874	0.0313293
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0054_2.fastq.gz.filter_k20_s8_4	1712263	20594	0.0120274
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL270918_1.fastq.gz.filter_k20_s8_4	4645876	2917167	0.627905
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0754_1.fastq.gz.filter_k20_s8_4	1869014	2471	0.00132209
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0640_2.fastq.gz.filter_k20_s8_4	4211082	9616	0.0022835
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-1305.R1.fastq.gz.filter_k20_s8_4	1869282	622388	0.332956
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0669_1.fastq.gz.filter_k20_s8_4	2119004	5958	0.0028117
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0130_1.fastq.gz.filter_k20_s8_4	4454055	1867711	0.419328
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271188_2.fastq.gz.filter_k20_s8_4	1995136	13002	0.00651685
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0102_1.fastq.gz.filter_k20_s8_4	1701985	51526	0.0302741
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0005_2.fastq.gz.filter_k20_s8_4	4110323	1434744	0.349059
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0003_1.fastq.gz.filter_k20_s8_4	1719606	98864	0.0574922
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271189_1.fastq.gz.filter_k20_s8_4	5569807	32400	0.00581708
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0054_1.fastq.gz.filter_k20_s8_4	1712263	32058	0.0187226
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0447_2.fastq.gz.filter_k20_s8_4	4263876	3911	0.000917241
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0478_2.fastq.gz.filter_k20_s8_4	1718273	8196	0.00476991
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0750_1.fastq.gz.filter_k20_s8_4	1804620	1347	0.000746418
